,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3194914,249,DEBIT,5956.7,C46342372,137026.0,131069.3,C79157502,28075.13,34031.82,0,0
539454,21,CASH_IN,113318.69,C6194339,20216.0,133534.69,C569216252,112352.69,0.0,0,0
3193392,249,PAYMENT,17685.29,C725930548,3053.0,0.0,M220402144,0.0,0.0,0,0
5120138,356,CASH_IN,64549.03,C2135136367,646180.55,710729.58,C320233479,340883.26,276334.22,0,0
6013844,449,CASH_OUT,150146.1,C1116250345,113419.0,0.0,C654612080,0.0,150146.1,0,0
6172781,564,PAYMENT,26777.34,C1770888862,47050.0,20272.66,M1503401886,0.0,0.0,0,0
3463914,257,CASH_OUT,124874.99,C1056362667,20626.0,0.0,C2103853830,0.0,124874.99,0,0
6279233,644,CASH_IN,383373.08,C678119651,2985543.28,3368916.36,C8514010,643054.67,259681.59,0,0
454713,19,TRANSFER,316004.39,C1587192054,1009.0,0.0,C490112277,1101333.43,1417337.83,0,0
3509195,259,CASH_OUT,216683.02,C1726083298,159050.0,0.0,C1361253823,142947.78,359630.81,0,0
800592,40,PAYMENT,2878.84,C994477950,0.0,0.0,M487208865,0.0,0.0,0,0
4059928,300,PAYMENT,14862.86,C1837248489,116931.51,102068.66,M946989368,0.0,0.0,0,0
4828758,347,CASH_IN,217068.91,C626418275,621.0,217689.91,C86517489,88199.11,0.0,0,0
4682309,331,CASH_IN,38328.64,C44389628,35336.0,73664.64,C1784645789,126838.83,88510.19,0,0
1967507,178,TRANSFER,333347.45,C739893913,0.0,0.0,C1638911458,518285.41,1071795.09,0,0
2188916,185,CASH_OUT,65219.78,C1892564033,2898.0,0.0,C1571937907,0.0,65219.78,0,0
4013238,299,PAYMENT,16135.86,C583105475,0.0,0.0,M2075440828,0.0,0.0,0,0
299620,15,CASH_OUT,177452.19,C1806000459,0.0,0.0,C777646377,223420.24,400872.44,0,0
1662651,158,PAYMENT,38422.51,C1502703098,1446.0,0.0,M1599705039,0.0,0.0,0,0
386334,17,CASH_IN,1730.34,C1247189097,0.0,1730.34,C976369883,0.0,0.0,0,0
2211031,186,CASH_IN,81004.81,C467019834,5092025.63,5173030.44,C1753741047,8457765.48,8376760.68,0,0
2815144,225,PAYMENT,24693.93,C1297477338,88913.0,64219.07,M1516102932,0.0,0.0,0,0
5352388,375,PAYMENT,10064.89,C1791712920,11427.0,1362.11,M354545090,0.0,0.0,0,0
798621,40,CASH_OUT,564272.92,C415170041,15599.0,0.0,C1631408038,6019285.35,6330813.0,0,0
4239633,306,CASH_IN,164963.7,C908559155,2589072.17,2754035.87,C1022233934,744847.7,579884.0,0,0
608504,34,CASH_OUT,279718.6,C1955823378,50888.0,0.0,C1340872163,2058649.55,2558985.63,0,0
5896008,403,CASH_IN,178630.2,C642860211,10052069.2,10230699.41,C1108649213,1304546.98,1125916.77,0,0
6051258,493,PAYMENT,14752.65,C1140770263,179.0,0.0,M1502281655,0.0,0.0,0,0
2098382,182,PAYMENT,5540.86,C975436113,0.0,0.0,M844577250,0.0,0.0,0,0
3438548,256,CASH_IN,206956.43,C128428378,1724359.83,1931316.26,C770493917,1601479.96,1394523.52,0,0
4845442,347,CASH_OUT,252026.95,C1491498818,89335.0,0.0,C1020643798,313322.49,565349.44,0,0
2348891,189,PAYMENT,2696.83,C9298889,30035.0,27338.17,M162233978,0.0,0.0,0,0
773409,39,CASH_OUT,362124.87,C614753474,125283.99,0.0,C616533677,1479803.62,1990358.58,0,0
5604259,394,CASH_IN,33503.75,C807031685,973912.87,1007416.62,C117151186,3254422.42,3220918.67,0,0
5478817,379,TRANSFER,509584.36,C682801844,20891.0,0.0,C485839573,0.0,509584.36,0,0
2485799,204,CASH_OUT,276073.41,C741700565,0.0,0.0,C989553555,995688.79,1271762.2,0,0
3325437,253,PAYMENT,15260.82,C607111074,25307.0,10046.18,M2065180458,0.0,0.0,0,0
5865698,403,PAYMENT,15564.93,C1250234954,15618.0,53.07,M1233867009,0.0,0.0,0,0
6044460,490,CASH_OUT,290647.26,C416977612,1673.0,0.0,C1997136959,0.0,290647.26,0,0
5422520,378,CASH_IN,221692.06,C776649788,835471.79,1057163.85,C253506035,1831934.76,1610242.7,0,0
939889,43,CASH_OUT,52294.04,C569118566,0.0,0.0,C63754638,1226276.03,1278570.07,0,0
2733008,212,CASH_IN,54035.85,C1219803502,4635991.25,4690027.09,C1206915859,1496994.73,1442958.89,0,0
967221,44,TRANSFER,660847.7,C1123563168,454137.0,0.0,C1158901865,5044.0,420985.42,0,0
3421085,256,CASH_OUT,16796.01,C747058021,0.0,0.0,C19810784,282445.29,299241.3,0,0
50790,9,CASH_OUT,52829.7,C2054715359,0.0,0.0,C196598321,751804.6,1477368.6,0,0
3475652,258,CASH_IN,7814.16,C91612991,80966.0,88780.16,C1378915374,2470722.17,2462908.01,0,0
3611113,273,CASH_IN,235550.58,C667205058,52617.0,288167.58,C358659220,0.0,302944.71,0,0
3699893,277,PAYMENT,2052.91,C1984934471,20730.0,18677.09,M771979617,0.0,0.0,0,0
2175668,185,CASH_OUT,123848.11,C344097719,155732.0,31883.89,C1219687429,758412.97,882261.08,0,0
5856991,402,TRANSFER,1790173.5,C2105680355,47454.0,0.0,C1152948902,14097.0,1473918.05,0,0
6081798,520,PAYMENT,7535.14,C1597497718,186.0,0.0,M673661204,0.0,0.0,0,0
4548087,327,CASH_OUT,428418.18,C1332027638,303.0,0.0,C339474316,0.0,428418.18,0,0
1623843,157,CASH_IN,220018.11,C1200072435,17286909.21,17506927.33,C836695584,9440020.34,9220002.23,0,0
5883408,403,DEBIT,4382.47,C1325582598,41475.0,37092.53,C814209236,1366842.49,1371224.96,0,0
3151271,237,PAYMENT,3148.93,C64039504,1390.0,0.0,M129654971,0.0,0.0,0,0
4523851,326,DEBIT,4285.69,C196266643,49725.0,45439.31,C1554850619,25068.59,29354.29,0,0
3082003,235,CASH_OUT,119709.65,C159017485,106490.0,0.0,C2068451568,273624.98,393334.64,0,0
5299758,373,PAYMENT,15831.14,C1322599208,0.0,0.0,M914676375,0.0,0.0,0,0
1711742,160,CASH_IN,155616.6,C1201048915,11543.0,167159.6,C1865216462,2000644.17,1845027.57,0,0
5772960,400,CASH_OUT,30706.31,C1209438240,0.0,0.0,C127391450,4310172.27,4340878.58,0,0
2072206,182,PAYMENT,5940.71,C2090933711,45711.0,39770.29,M503048458,0.0,0.0,0,0
5265292,372,CASH_IN,108954.7,C1000873613,102584.0,211538.7,C371661170,9410989.87,9302035.17,0,0
6288645,661,PAYMENT,3944.04,C98008538,0.0,0.0,M1642123895,0.0,0.0,0,0
5364803,375,PAYMENT,35177.52,C1285421000,0.0,0.0,M1819191700,0.0,0.0,0,0
190458,13,CASH_OUT,517669.22,C627028570,1020144.26,502475.03,C253298665,1831340.05,2349009.27,0,0
3447875,257,PAYMENT,22117.86,C308728685,197889.03,175771.17,M420622076,0.0,0.0,0,0
2011553,180,CASH_OUT,210532.88,C513404989,100874.0,0.0,C1425449248,0.0,210532.88,0,0
1950397,178,PAYMENT,7946.97,C835906236,10379.0,2432.03,M1212609865,0.0,0.0,0,0
5254092,371,PAYMENT,13042.08,C852933181,0.0,0.0,M215529171,0.0,0.0,0,0
3301382,252,CASH_OUT,553.01,C683176641,0.0,0.0,C1887951973,576685.08,577238.09,0,0
3208156,249,PAYMENT,13700.61,C224301968,20612.0,6911.39,M685451397,0.0,0.0,0,0
3074030,235,PAYMENT,10.71,C931878274,14611.0,14600.29,M483259105,0.0,0.0,0,0
5876740,403,CASH_OUT,38734.03,C2071200105,0.0,0.0,C133607273,2366041.47,2404775.5,0,0
6268202,617,CASH_OUT,29788.89,C871475612,13645.0,0.0,C833784935,33533.91,63322.8,0,0
1361493,138,PAYMENT,9185.68,C972446005,180525.34,171339.66,M415779056,0.0,0.0,0,0
1649593,158,CASH_OUT,6662.96,C1158511837,304073.0,297410.04,C1985456617,249138.46,255801.41,0,0
5284862,372,PAYMENT,6434.15,C1231137944,14279.0,7844.85,M284022752,0.0,0.0,0,0
1769470,162,CASH_IN,313420.3,C2093440377,8213618.85,8527039.15,C1786765410,3329132.26,3015711.96,0,0
1003100,46,PAYMENT,24199.31,C1198374110,53245.0,29045.69,M663787505,0.0,0.0,0,0
5155189,357,CASH_IN,145706.32,C1029617459,8968882.25,9114588.57,C229649220,4069607.71,3923901.4,0,0
371043,17,CASH_IN,44642.56,C20281680,9493551.71,9538194.27,C1541590024,282855.14,243259.05,0,0
3395053,255,CASH_OUT,144614.44,C2085045294,52685.0,0.0,C359912091,0.0,144614.44,0,0
5655014,396,CASH_OUT,129521.34,C1666528474,0.0,0.0,C887122464,6829116.4,6958637.73,0,0
2395521,201,CASH_IN,175626.1,C1403910709,415482.0,591108.1,C404769092,3751239.9,3575613.8,0,0
2719901,211,CASH_OUT,240942.68,C1466756485,0.0,0.0,C141742790,1426332.4,1667275.08,0,0
4692123,331,TRANSFER,1675507.16,C287881839,145477.0,0.0,C462677722,0.0,1713925.29,0,0
264240,15,PAYMENT,7648.86,C498387630,0.0,0.0,M195106806,0.0,0.0,0,0
5259745,372,PAYMENT,3801.23,C1722162200,29236.0,25434.77,M1986916338,0.0,0.0,0,0
1006671,46,CASH_OUT,57055.13,C338304293,1137.0,0.0,C1111057959,2345251.67,2402306.81,0,0
5647238,396,CASH_OUT,280413.05,C909774351,3601.0,0.0,C282205418,0.0,280413.05,0,0
1213890,133,CASH_OUT,128122.05,C1108250258,21010.0,0.0,C379308520,0.0,128122.05,0,0
1021061,47,CASH_OUT,103793.95,C1019471599,39740.0,0.0,C996015438,0.0,103793.95,0,0
165478,12,CASH_OUT,44642.39,C439607179,0.0,0.0,C59700862,444626.11,465822.33,0,0
4414978,322,CASH_OUT,85528.78,C112334318,0.0,0.0,C1873471259,100889.82,186418.6,0,0
2636321,209,PAYMENT,6309.08,C770123304,60121.0,53811.92,M1767314673,0.0,0.0,0,0
6305850,684,CASH_OUT,218164.6,C1073766495,24324.0,0.0,C1173026645,332309.11,550473.71,0,0
2033806,180,CASH_IN,227658.11,C114326089,2856185.99,3083844.1,C1317637094,1717739.97,1490081.85,0,0
5973687,407,PAYMENT,13879.42,C370151256,1541.0,0.0,M972934620,0.0,0.0,0,0
433135,18,CASH_IN,35800.01,C1801131726,6528934.36,6564734.37,C1887012504,301254.15,265454.14,0,0
2505646,205,PAYMENT,24696.13,C1143792885,108516.0,83819.87,M1881339324,0.0,0.0,0,0
1709680,160,CASH_OUT,295353.76,C448711888,24442.0,0.0,C125313844,643230.4,938584.15,0,0
3244380,250,PAYMENT,10797.09,C1196520687,273.0,0.0,M713210366,0.0,0.0,0,0
5228710,371,CASH_IN,116625.17,C412146264,9604288.38,9720913.56,C1426136618,2306793.75,2190168.58,0,0
1165403,132,PAYMENT,31363.98,C1249670747,749.0,0.0,M481640268,0.0,0.0,0,0
1973324,178,PAYMENT,2260.0,C415912047,0.0,0.0,M1800148110,0.0,0.0,0,0
5082591,355,CASH_OUT,90612.41,C26838929,43696.0,0.0,C832897171,2872655.03,2963267.45,0,0
842304,41,CASH_OUT,56587.94,C737465325,46131.0,0.0,C304662606,0.0,56587.94,0,0
2173360,185,PAYMENT,9755.27,C643691178,0.0,0.0,M990785653,0.0,0.0,0,0
5668217,396,CASH_OUT,46680.06,C1568538341,22286.0,0.0,C25143148,0.0,46680.06,0,0
5263572,372,CASH_IN,242711.96,C2142210704,11434845.34,11677557.3,C86293126,695541.47,452829.51,0,0
2662765,210,PAYMENT,5389.97,C2091324613,14815.0,9425.03,M1360430507,0.0,0.0,0,0
2779874,214,CASH_OUT,131199.51,C1987208838,200517.84,69318.33,C1069873258,6573617.38,6704816.89,0,0
5216889,370,PAYMENT,34130.88,C703221088,0.0,0.0,M334839005,0.0,0.0,0,0
5298003,373,PAYMENT,4158.28,C135319719,0.0,0.0,M264384128,0.0,0.0,0,0
4937340,350,CASH_OUT,273082.79,C1238573855,0.0,0.0,C863118439,1142716.18,1415798.97,0,0
4253620,306,CASH_OUT,287640.35,C472986061,44037.0,0.0,C307960572,6857626.69,7145267.04,0,0
4054744,300,CASH_OUT,456775.59,C1545048112,0.0,0.0,C640348006,939148.86,1395924.45,0,0
1714195,160,CASH_OUT,413691.67,C633286113,102721.0,0.0,C257552781,0.0,413691.67,0,0
5821294,402,CASH_IN,223170.52,C5121292,1006372.62,1229543.13,C1754618475,1179200.07,956029.55,0,0
3473368,258,TRANSFER,831314.65,C269778472,569.0,0.0,C841313431,334375.17,1165689.82,0,0
2860326,227,CASH_OUT,188821.29,C1937899023,0.0,0.0,C9348561,285790.37,474611.66,0,0
3869895,283,CASH_OUT,278874.76,C1065395735,20866.0,0.0,C1529736160,168223.72,447098.49,0,0
791643,40,PAYMENT,9351.59,C1797375520,0.0,0.0,M111497153,0.0,0.0,0,0
3721581,278,CASH_OUT,345499.81,C969223171,16707.0,0.0,C829135342,0.0,345499.81,0,0
637921,35,CASH_IN,218029.38,C1759216530,1558938.06,1776967.44,C2113587938,1488234.52,1270205.15,0,0
935650,43,PAYMENT,17532.95,C1578048256,24248.0,6715.05,M1479208244,0.0,0.0,0,0
393519,18,CASH_OUT,227146.49,C2108389978,35534.0,0.0,C971547842,142535.68,369682.17,0,0
4848457,347,TRANSFER,21018.32,C1403733121,0.0,0.0,C1720346884,272846.46,293864.78,0,0
5573915,393,CASH_OUT,159943.39,C1594146786,100274.0,0.0,C355159623,554479.3,714422.69,0,0
199477,13,CASH_IN,257428.66,C2126444725,12575091.53,12832520.19,C1349898263,567588.8,310160.14,0,0
765816,39,CASH_OUT,118851.54,C1171018209,0.0,0.0,C1317872494,298725.59,417577.13,0,0
5448842,379,PAYMENT,20813.76,C1400678502,0.0,0.0,M1364447619,0.0,0.0,0,0
3139828,236,CASH_OUT,371028.45,C1405944467,0.0,0.0,C1466202877,2102487.96,2473516.41,0,0
2047075,181,PAYMENT,12214.23,C1945958885,337.0,0.0,M128139613,0.0,0.0,0,0
1608814,156,CASH_IN,94377.62,C729303193,7564934.14,7659311.77,C1641057834,274276.39,179898.76,0,0
5344645,375,CASH_OUT,187584.48,C124087211,65264.0,0.0,C2147033999,15689002.51,15563901.21,0,0
4891739,349,CASH_OUT,217516.57,C1676237257,0.0,0.0,C662849460,267247.26,653871.68,0,0
4854169,347,PAYMENT,23788.5,C1318585124,0.0,0.0,M825916026,0.0,0.0,0,0
5074965,355,CASH_IN,178327.99,C719659815,49968.0,228295.99,C1661387145,0.0,153355.04,0,0
1011981,46,PAYMENT,30322.39,C48509551,0.0,0.0,M1306440762,0.0,0.0,0,0
5634527,395,CASH_OUT,130143.46,C583438973,320339.0,190195.54,C124285763,11791778.55,11921922.01,0,0
5101059,355,PAYMENT,468.82,C1094213563,0.0,0.0,M1327140338,0.0,0.0,0,0
6329985,690,CASH_IN,114199.66,C1857977211,348513.73,462713.39,C1598928846,1193920.41,1079720.74,0,0
126463,11,PAYMENT,352.08,C266381291,218937.57,218585.49,M483403429,0.0,0.0,0,0
1331427,137,CASH_IN,5130.07,C1410492626,1291011.85,1296141.92,C199327145,2477136.99,2472006.92,0,0
4585265,328,CASH_OUT,324235.5,C564337977,51402.0,0.0,C545355891,2210788.49,2535023.99,0,0
189295,13,TRANSFER,1238626.64,C837664107,0.0,0.0,C984561614,3204562.81,4175802.8,0,0
54936,9,CASH_IN,116358.65,C1384935829,430461.06,546819.71,C749658791,893919.73,728634.34,0,0
3119552,236,CASH_IN,108799.0,C238523471,4363547.96,4472346.97,C151146868,673010.03,564211.03,0,0
5483412,379,TRANSFER,512063.22,C196955219,16037.0,0.0,C1452148856,9715445.38,10227508.6,0,0
5914731,404,PAYMENT,4232.46,C549591076,677.0,0.0,M278301294,0.0,0.0,0,0
2095723,182,PAYMENT,16404.67,C436821874,19846.82,3442.15,M227823059,0.0,0.0,0,0
3883935,283,CASH_IN,49589.46,C377910963,157658.06,207247.52,C1048088806,158790.82,109201.36,0,0
143441,11,CASH_OUT,133516.26,C390271772,224.18,0.0,C1733234480,6514191.3,6647707.56,0,0
4088645,301,CASH_OUT,121686.74,C1367540913,16053.18,0.0,C1137200426,903216.0,1024902.74,0,0
5822230,402,CASH_IN,86034.26,C220685456,40140.0,126174.26,C656892511,122174.42,36140.16,0,0
6319048,687,CASH_OUT,21429.01,C1349534099,0.0,0.0,C922626403,502239.38,523668.39,0,0
4091674,301,CASH_OUT,16055.09,C716582376,0.0,0.0,C1085980085,3871612.22,3887667.31,0,0
2308708,188,CASH_OUT,51479.39,C1918611675,0.0,0.0,C1218644485,813240.65,864720.04,0,0
2761082,213,CASH_IN,32509.57,C1013024738,160833.88,193343.44,C1933843473,799839.23,767329.66,0,0
2377535,192,CASH_OUT,68880.42,C1133696448,0.0,0.0,C499983911,628527.18,697407.6,0,0
5598674,394,CASH_OUT,96278.18,C1154870793,0.0,0.0,C505939733,1042410.73,1138688.91,0,0
711037,37,CASH_OUT,25491.23,C1323627528,350652.0,325160.77,C80806603,9390204.0,9415695.22,0,0
1027396,48,PAYMENT,9099.02,C1751408146,493.0,0.0,M1619942608,0.0,0.0,0,0
1908740,166,PAYMENT,5351.48,C26578157,15552.39,10200.91,M843741134,0.0,0.0,0,0
3874323,283,CASH_IN,73819.44,C1530263195,304410.0,378229.44,C627059684,3000415.67,2926596.23,0,0
3626790,274,CASH_OUT,120725.53,C1634096501,0.0,0.0,C1989533488,250318.26,371043.79,0,0
3257232,251,CASH_IN,78077.18,C1040588489,3078670.46,3156747.65,C1129693838,4671733.12,4593655.94,0,0
4042759,300,TRANSFER,262154.02,C1382071294,0.0,0.0,C485670952,460393.31,722547.34,0,0
1278185,135,PAYMENT,7919.81,C1392566678,0.0,0.0,M1507785830,0.0,0.0,0,0
2331191,188,PAYMENT,1725.3,C1704774205,268292.0,266566.7,M1499211901,0.0,0.0,0,0
4373245,310,CASH_OUT,63960.25,C1112746738,247175.0,183214.75,C918361514,0.0,63960.25,0,0
5550531,383,PAYMENT,3796.96,C2126384769,362454.0,358657.04,M963732988,0.0,0.0,0,0
1284122,135,CASH_OUT,330991.46,C821443575,105280.0,0.0,C886701907,598966.92,929958.38,0,0
6119869,538,PAYMENT,2139.09,C10202753,202605.0,200465.91,M1999333023,0.0,0.0,0,0
3104203,235,CASH_OUT,55224.41,C1141863865,31350.0,0.0,C1040673827,0.0,55224.41,0,0
2943167,230,CASH_OUT,60007.64,C485549559,143870.0,83862.36,C1371528910,0.0,60007.64,0,0
2724384,211,CASH_OUT,100670.99,C1341009839,0.0,0.0,C31062514,465224.26,565895.25,0,0
2571419,207,CASH_OUT,16784.18,C867727674,52460.0,35675.82,C82905168,2135034.7,2151818.88,0,0
1183599,132,PAYMENT,13140.82,C862041988,31429.0,18288.18,M1656419949,0.0,0.0,0,0
3162359,237,CASH_IN,36009.82,C748095367,70270.0,106279.82,C86767499,726631.99,690622.17,0,0
3591036,262,PAYMENT,2603.8,C1860551071,31459.0,28855.2,M583292175,0.0,0.0,0,0
5247545,371,TRANSFER,1754302.67,C1262503440,35331.06,0.0,C2044074500,2307683.91,4061986.58,0,0
1371755,138,PAYMENT,1616.28,C619057432,0.0,0.0,M595479886,0.0,0.0,0,0
345000,16,CASH_OUT,252984.63,C1646953574,34832.0,0.0,C547036507,117563.34,370547.97,0,0
2137680,184,CASH_OUT,94591.31,C1416240194,11244.0,0.0,C402248782,0.0,94591.31,0,0
5612253,395,PAYMENT,2356.04,C1870749513,794.87,0.0,M63395126,0.0,0.0,0,0
6352841,705,CASH_OUT,113417.27,C202928327,50743.0,0.0,C1793661581,518020.71,631437.98,0,0
1244361,134,CASH_IN,209455.61,C2030928438,20049341.01,20258796.62,C676953480,872403.18,662947.57,0,0
3193385,249,CASH_OUT,6428.37,C1524231060,20076.0,13647.63,C2145096416,0.0,6428.37,0,0
278621,15,CASH_OUT,654540.39,C1544167796,505736.0,0.0,C1642901437,10266.43,664806.82,0,0
109848,11,CASH_OUT,271714.29,C1983151602,99216.0,0.0,C827915728,1645338.71,1741970.28,0,0
73111,10,CASH_IN,33312.26,C1154342998,7287783.37,7321095.62,C1492597966,6214240.37,5943224.11,0,0
2709743,211,CASH_OUT,144693.33,C179208684,0.0,0.0,C1246827899,852078.93,996772.26,0,0
2142763,184,CASH_IN,214400.28,C1907955428,13757424.45,13971824.73,C299112962,1981090.88,1766690.6,0,0
2798908,217,PAYMENT,3086.64,C117496775,11124.0,8037.36,M1792168819,0.0,0.0,0,0
4300657,307,TRANSFER,732658.39,C832374923,6095.0,0.0,C854174887,0.0,460604.44,0,0
2698366,211,CASH_OUT,206030.19,C905471862,396647.0,190616.81,C1613233409,5799881.67,6005911.86,0,0
1862790,164,PAYMENT,4601.4,C581668026,0.0,0.0,M697698164,0.0,0.0,0,0
4212145,305,PAYMENT,16665.22,C37598395,0.0,0.0,M815669915,0.0,0.0,0,0
3970339,297,CASH_IN,44154.94,C881750990,6462716.86,6506871.8,C800037167,1311863.59,1267708.65,0,0
5245748,371,CASH_IN,213510.61,C2113792979,700601.54,914112.15,C267553562,694944.74,481434.13,0,0
4351513,309,CASH_IN,87627.96,C586756699,85581.82,173209.77,C1479750413,235749.24,148121.28,0,0
5751415,399,CASH_OUT,8202.11,C467016491,21443.0,13240.89,C1077938117,108464.79,116666.9,0,0
3932845,285,CASH_OUT,199627.34,C1845480887,0.0,0.0,C320644805,1851837.53,2051464.88,0,0
4526612,326,PAYMENT,1423.84,C1693311963,0.0,0.0,M1158161238,0.0,0.0,0,0
4371970,310,TRANSFER,878481.72,C944354792,25754.0,0.0,C189616177,779034.24,1657515.96,0,0
5786702,400,CASH_OUT,39588.11,C1060286773,17874.0,0.0,C1663414680,619205.25,658793.36,0,0
5336477,374,CASH_OUT,223798.22,C1825268009,0.0,0.0,C482311995,4588034.06,4811832.28,0,0
751872,38,CASH_IN,178994.68,C1477485767,4359172.99,4538167.67,C2047015557,3852232.89,3673238.21,0,0
2041274,181,CASH_OUT,88404.24,C823385088,0.0,0.0,C52285106,2031828.33,2120232.58,0,0
844077,41,CASH_OUT,363777.99,C917036673,0.0,0.0,C293253602,861740.83,1225518.82,0,0
1653549,158,CASH_OUT,202727.78,C420692410,32358.0,0.0,C946825748,1176768.76,1379496.54,0,0
1112639,130,CASH_OUT,352233.03,C576957428,0.0,0.0,C1001367899,4911025.77,5263258.8,0,0
2082206,182,CASH_OUT,39478.0,C2144421035,0.0,0.0,C195960084,1733546.94,1773024.94,0,0
4583640,328,PAYMENT,35522.33,C1102734022,10971.0,0.0,M1359224463,0.0,0.0,0,0
5027282,353,PAYMENT,13080.29,C715271267,150.0,0.0,M82545863,0.0,0.0,0,0
3419812,256,PAYMENT,1447.95,C129242262,222416.44,220968.49,M1531674009,0.0,0.0,0,0
2524264,205,PAYMENT,22294.47,C688291380,0.0,0.0,M284659518,0.0,0.0,0,0
532275,20,CASH_OUT,67860.05,C1584870796,11505.0,0.0,C439892851,114372.09,182232.14,0,0
6174397,564,CASH_OUT,289074.0,C1786344800,0.0,0.0,C1401766732,17096640.99,17385714.98,0,0
4836424,347,PAYMENT,18917.01,C1126116239,15989.0,0.0,M997287647,0.0,0.0,0,0
546479,21,CASH_OUT,164272.22,C664878134,3090.0,0.0,C1869834132,384517.47,548789.69,0,0
4272270,307,PAYMENT,11477.9,C117556007,32007.0,20529.1,M174195770,0.0,0.0,0,0
5558592,384,CASH_IN,93886.62,C1536392444,8183991.16,8277877.77,C2064765743,342200.63,248314.01,0,0
6195400,573,CASH_OUT,65378.66,C749356465,30757.0,0.0,C1073261833,933861.74,999240.4,0,0
4753829,333,CASH_OUT,42056.26,C380628731,37269.45,0.0,C1993237962,0.0,42056.26,0,0
5596747,394,CASH_IN,413525.16,C755122158,26012421.06,26425946.21,C793588585,490960.54,77435.38,0,0
1418759,139,CASH_IN,362636.37,C573345127,165400.0,528036.37,C1295056276,672923.08,310286.71,0,0
843130,41,CASH_OUT,175089.71,C1169367004,0.0,0.0,C1952384599,1421643.08,1596732.79,0,0
1609959,156,PAYMENT,4330.22,C1171259227,0.0,0.0,M741018781,0.0,0.0,0,0
2631438,209,CASH_OUT,167216.43,C1047748004,64177.88,0.0,C868918608,641286.53,808502.96,0,0
772733,39,CASH_IN,170231.54,C590575100,48682.0,218913.54,C1309742342,161566.35,0.0,0,0
4677590,331,CASH_IN,233652.65,C677919930,3579.0,237231.65,C1506353711,616267.95,382615.3,0,0
1271892,135,PAYMENT,2998.76,C652041868,12350.0,9351.24,M1188261831,0.0,0.0,0,0
994585,45,PAYMENT,12398.1,C1219632934,58254.0,45855.9,M1312033030,0.0,0.0,0,0
4635768,330,CASH_OUT,362481.83,C2101994096,0.0,0.0,C1740193229,1655467.31,2017949.14,0,0
4288747,307,PAYMENT,35759.25,C981974546,0.0,0.0,M1882024771,0.0,0.0,0,0
6272288,621,CASH_OUT,20555.33,C2086424736,701114.0,680558.67,C858196536,545625.04,566180.37,0,0
587878,33,CASH_OUT,24726.55,C1796267149,31296.0,6569.45,C1311643750,144142.24,168868.79,0,0
6031440,474,CASH_OUT,132508.21,C1594102920,0.0,0.0,C1606835949,1716317.89,1848826.1,0,0
650910,35,PAYMENT,10669.11,C998538781,0.0,0.0,M1444849177,0.0,0.0,0,0
2802612,225,CASH_IN,10786.99,C1960368563,222817.0,233603.99,C161392898,6767544.34,6756757.36,0,0
4745275,333,PAYMENT,12989.04,C1742087718,166.0,0.0,M45129828,0.0,0.0,0,0
2090222,182,CASH_OUT,211063.36,C1199242746,0.0,0.0,C665169174,842073.36,924631.32,0,0
4978479,352,CASH_IN,82385.65,C847639837,1499001.8,1581387.45,C422427818,15135727.72,15053342.07,0,0
3209804,249,PAYMENT,18002.32,C272196426,435.0,0.0,M708543643,0.0,0.0,0,0
5834366,402,CASH_OUT,93094.44,C317742305,20825.0,0.0,C1804735773,206402.27,299496.71,0,0
3516328,259,PAYMENT,10290.95,C2027082827,0.0,0.0,M1715646605,0.0,0.0,0,0
644221,35,CASH_OUT,197602.1,C1089484196,224.0,0.0,C1322340556,293903.59,491505.69,0,0
861234,42,PAYMENT,15770.24,C552999506,25869.0,10098.76,M2030037548,0.0,0.0,0,0
2174678,185,CASH_OUT,83418.94,C200139728,0.0,0.0,C484316543,701723.45,785142.39,0,0
4938348,350,TRANSFER,69748.15,C313761555,2240.0,0.0,C2013383927,46367.82,116115.98,0,0
1819121,163,CASH_IN,132679.58,C407237618,3352497.51,3485177.08,C1530659366,292755.79,160076.22,0,0
4528439,326,CASH_OUT,258306.86,C1971404136,0.0,0.0,C1237566458,628593.0,886899.86,0,0
5121196,356,CASH_OUT,218389.03,C2043221440,26429.0,0.0,C287265930,470725.91,689114.94,0,0
159911,12,PAYMENT,25428.42,C54228552,593317.0,567888.58,M255686944,0.0,0.0,0,0
2276143,187,CASH_OUT,9272.53,C809420932,1025.0,0.0,C1598917134,0.0,9272.53,0,0
1926922,168,PAYMENT,6353.72,C428649415,398119.0,391765.28,M1737067654,0.0,0.0,0,0
2203560,185,CASH_OUT,59240.31,C1504883257,21149.0,0.0,C817171892,245572.66,304812.97,0,0
2345212,189,PAYMENT,7573.57,C1550031578,0.0,0.0,M1716866472,0.0,0.0,0,0
3297899,252,TRANSFER,2529874.17,C2000657148,0.0,0.0,C962344165,7440100.15,9969974.32,0,0
643708,35,PAYMENT,14269.16,C791072417,903.0,0.0,M841859378,0.0,0.0,0,0
2698150,211,CASH_OUT,342999.06,C495335107,0.0,0.0,C886631728,2831747.24,3174746.31,0,0
4738855,332,CASH_IN,51121.48,C765895038,9808895.77,9860017.26,C747784825,103930.92,52809.44,0,0
2939419,230,TRANSFER,1458038.02,C999760630,181585.39,0.0,C502590588,1752617.7,3210655.72,0,0
